Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Fat_Percentage,BMI,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level_enc,Cluster,Workout_Type,Experience_Level
204,183,67,0.72,14.2,28.2,2.9,3,1,0,HIIT,1
201,166,85,0.47,25.8,26.2,2.9,3,0,0,Strength,0
175,161,83,0.62,26.8,25.7,2.9,3,0,0,HIIT,0
167,142,64,0.92,20.4,21.9,4.1,4,1,1,Mixed,1
179,145,64,1.17,14.3,18.0,4.1,6,2,1,Strength,2
162,121,70,0.43,22.0,18.4,3.6,3,1,0,Yoga,1
201,162,73,0.75,25.3,33.5,4.0,3,1,0,Strength,1
187,141,57,1.11,13.9,25.3,3.1,4,2,1,Cardio,2
172,135,66,0.44,34.2,23.0,3.0,2,0,0,Cardio,0
202,165,55,1.24,14.0,29.1,4.4,5,3,1,Mixed,3
179,135,83,0.99,32.4,21.0,4.5,2,0,0,Yoga,0
171,136,72,0.59,21.9,26.3,3.0,2,0,0,Cardio,0
196,164,69,0.79,16.7,24.3,4.4,5,2,1,Mixed,2
192,134,63,1.17,13.2,25.8,4.2,7,3,1,Yoga,3
169,133,64,1.26,18.0,22.7,3.4,5,2,1,Cardio,2
186,133,69,1.0,19.6,20.1,4.2,5,2,1,Yoga,2
168,151,55,1.02,8.0,20.7,3.9,7,3,1,HIIT,3
177,144,68,0.86,23.9,20.9,3.2,5,1,0,Strength,1
174,138,55,1.25,23.0,24.0,3.9,6,2,1,Strength,2
190,162,75,0.54,30.4,18.0,4.3,3,0,0,Mixed,0
166,123,71,0.55,25.4,19.0,3.5,3,0,0,Yoga,0
199,146,81,0.69,18.5,24.5,3.8,5,1,0,Yoga,1
171,155,65,1.31,13.6,23.5,4.5,4,2,1,HIIT,2
205,146,74,0.72,20.4,24.8,3.8,5,1,0,Yoga,1
192,139,73,0.71,19.6,23.8,3.9,4,1,0,Yoga,1
182,127,60,1.26,8.0,34.1,4.5,7,3,1,Yoga,3
168,154,75,0.83,19.5,24.5,3.0,3,1,0,HIIT,1
177,159,60,1.26,18.5,22.5,4.0,7,3,1,HIIT,3
189,170,62,1.17,17.1,24.4,3.8,7,3,1,HIIT,3
161,125,82,0.72,20.6,28.1,4.2,3,1,0,Yoga,1
169,127,76,0.37,23.9,23.8,3.5,2,0,0,Yoga,0
174,143,72,0.29,28.4,26.7,3.0,2,0,0,Strength,0
176,127,66,0.84,14.9,25.6,4.0,3,1,1,Yoga,1
166,141,65,1.04,13.5,22.8,4.2,7,2,1,Mixed,2
177,161,71,0.73,24.7,24.4,3.1,4,1,0,HIIT,1
192,135,65,1.08,20.0,30.4,4.0,7,2,1,Yoga,2
193,172,57,0.64,21.8,25.0,2.9,7,2,1,HIIT,2
162,147,64,0.52,24.0,20.1,3.5,2,0,0,HIIT,0
174,146,60,1.05,25.7,22.7,4.4,6,2,1,Mixed,2
174,159,75,0.85,30.7,18.0,3.3,3,0,0,HIIT,0
194,177,75,0.61,26.4,24.5,3.0,2,0,0,HIIT,0
180,165,77,0.7,29.2,29.2,3.1,2,0,0,HIIT,0
177,147,77,0.25,24.2,18.6,2.6,2,0,0,Strength,0
201,159,63,0.79,8.4,24.6,3.6,5,2,1,Strength,2
199,138,65,0.74,24.0,27.9,4.3,5,1,1,Yoga,1
205,165,73,0.88,21.4,28.4,4.0,4,1,0,Strength,1
183,131,66,0.66,10.5,29.1,3.7,5,2,1,Yoga,2
176,141,60,0.91,24.0,18.0,3.7,5,2,1,Strength,2
192,162,73,0.59,30.1,26.0,4.0,3,1,0,Mixed,1
205,185,70,1.11,17.2,18.0,3.8,5,2,1,HIIT,2
177,151,74,0.84,24.6,20.0,4.4,5,1,0,Mixed,1
160,119,70,0.85,22.8,27.3,3.8,7,2,1,Yoga,2
182,128,61,0.84,25.2,24.6,3.6,5,2,1,Yoga,2
180,145,79,0.45,28.3,26.9,2.6,3,0,0,Cardio,0
176,144,69,0.87,28.4,20.3,3.6,5,1,0,Strength,1
190,156,75,0.93,17.1,29.9,3.8,5,2,1,Strength,2
162,139,69,0.92,9.9,26.8,4.6,4,2,1,Mixed,2
176,146,77,0.51,36.9,27.6,3.6,3,0,0,Strength,0
171,149,84,1.02,28.3,19.7,4.4,3,0,0,Mixed,0
169,139,67,0.73,13.9,28.7,3.2,3,1,0,Strength,1
187,171,78,0.48,28.0,22.7,2.6,2,0,0,HIIT,0
205,151,85,0.25,36.8,21.6,3.3,2,0,0,Yoga,0
205,167,79,0.52,30.8,26.5,3.3,3,0,0,Strength,0
164,150,76,0.76,26.4,26.3,2.5,2,0,0,HIIT,0
157,126,69,0.77,33.0,20.6,2.8,5,1,0,Cardio,1
189,144,60,1.23,18.4,32.2,3.4,6,2,1,Cardio,2
179,152,74,0.57,30.1,31.3,3.9,2,0,0,Mixed,0
191,172,66,0.7,26.1,26.4,3.5,5,1,0,HIIT,1
191,148,69,1.15,29.9,25.7,2.7,3,1,0,Cardio,1
174,146,64,0.54,12.8,25.3,3.5,5,2,1,Mixed,2
205,172,75,0.98,24.8,18.0,4.3,3,1,0,Mixed,1
159,129,73,0.52,32.0,24.5,2.5,2,0,0,Cardio,0
178,136,57,0.79,24.8,24.4,3.0,7,3,1,Cardio,3
171,140,69,1.52,17.2,21.7,4.8,7,2,1,Strength,2
180,132,73,0.64,30.1,22.8,3.3,5,1,0,Yoga,1
200,156,74,0.4,29.1,18.0,2.5,3,0,0,Cardio,0
172,144,78,0.69,30.9,19.6,3.8,3,0,0,Strength,0
180,154,74,0.55,25.0,27.7,3.5,3,0,0,Mixed,0
185,157,74,0.3,22.2,30.9,3.5,2,0,0,Mixed,0
179,165,83,0.77,22.6,20.2,3.5,3,0,0,HIIT,0
181,165,74,0.47,26.3,24.7,2.6,3,0,0,HIIT,0
160,134,73,1.16,28.1,28.4,3.8,3,0,0,Strength,0
198,152,65,0.7,18.5,21.9,2.8,6,2,1,Cardio,2
196,161,55,1.34,19.5,26.7,5.1,6,2,1,Mixed,2
193,163,74,0.69,38.5,23.9,4.5,3,0,0,Mixed,0
180,162,61,1.41,20.1,28.8,3.7,6,3,1,HIIT,3
170,141,75,1.23,17.8,18.9,4.5,5,2,1,Strength,2
177,142,75,0.63,27.9,19.6,2.8,2,0,0,Cardio,0
181,145,77,0.55,19.6,25.1,3.1,2,0,0,Cardio,0
161,148,77,0.72,23.7,24.4,3.5,3,0,0,HIIT,0
198,155,76,1.24,18.5,23.8,3.1,7,2,1,Cardio,2
170,143,80,0.51,21.9,26.3,3.1,3,0,0,Strength,0
188,158,68,0.76,27.0,20.3,4.7,3,0,0,Mixed,0
180,164,76,0.75,22.2,18.5,3.5,4,1,0,HIIT,1
163,127,60,0.9,25.1,22.0,2.8,5,2,1,Cardio,2
166,142,72,0.79,35.0,22.4,3.7,3,0,0,Mixed,0
171,123,64,0.95,20.1,22.9,3.7,5,1,1,Yoga,1
190,174,84,0.38,25.6,29.1,2.9,2,0,0,HIIT,0
168,154,76,0.88,20.1,27.1,3.5,4,1,0,HIIT,1
170,128,76,0.73,21.9,26.1,3.3,3,1,0,Yoga,1
181,149,75,0.48,24.4,24.9,3.3,5,1,0,Strength,1
176,161,73,1.01,17.4,22.3,3.2,3,1,0,HIIT,1
175,149,73,1.19,21.4,20.6,4.8,2,0,0,Mixed,0
166,143,76,0.47,27.3,19.2,3.5,2,0,0,Mixed,0
189,171,72,0.68,28.3,21.2,3.0,2,0,0,HIIT,0
186,152,71,0.47,19.1,23.8,3.4,3,0,0,Strength,0
183,133,72,1.08,32.2,19.4,4.3,3,0,0,Yoga,0
177,163,85,0.33,21.8,24.7,3.2,2,0,0,HIIT,0
166,151,68,0.66,18.1,23.2,3.1,3,1,0,HIIT,1
160,136,80,0.51,23.9,22.4,3.2,2,0,0,Strength,0
167,138,70,1.35,20.4,28.6,4.6,5,3,1,Strength,3
187,156,64,1.23,14.4,18.0,4.8,6,3,1,Mixed,3
184,150,71,0.48,24.5,22.5,3.1,2,0,0,Strength,0
171,145,66,0.65,20.6,18.0,4.1,5,1,1,Mixed,1
176,158,61,0.9,23.1,25.0,3.5,7,3,1,HIIT,3
182,152,81,0.8,18.0,27.0,3.5,5,1,0,Strength,1
190,155,72,0.92,14.4,18.6,3.7,4,2,1,Strength,2
170,124,68,0.87,14.3,19.1,4.2,6,2,1,Yoga,2
197,162,59,1.58,15.3,18.0,5.3,7,3,1,Mixed,3
170,147,77,0.51,27.5,24.3,3.8,3,0,0,Mixed,0
186,153,76,1.04,27.5,22.6,4.2,3,0,0,Strength,0
191,173,76,0.63,19.7,22.9,3.1,2,0,0,HIIT,0
195,156,66,0.55,14.9,22.5,3.4,3,1,0,Strength,1
193,161,66,0.84,24.9,20.1,4.3,4,1,0,Mixed,1
171,129,77,0.74,25.3,28.5,3.7,2,0,0,Yoga,0
187,157,69,0.49,27.0,25.1,3.4,3,0,0,Mixed,0
171,154,62,1.14,22.8,19.3,4.0,4,2,1,HIIT,2
176,161,75,0.28,32.0,21.2,2.5,2,0,0,HIIT,0
181,132,72,0.68,30.9,20.5,3.4,5,1,0,Yoga,1
192,173,71,1.14,11.6,29.6,3.5,4,2,1,HIIT,2
161,147,64,1.06,22.4,26.8,3.8,4,1,1,HIIT,1
194,150,69,0.57,19.1,23.5,2.4,2,0,0,Cardio,0
176,149,67,1.2,20.6,30.8,4.7,7,3,1,Mixed,3
181,166,83,0.73,34.2,29.8,3.3,2,0,0,HIIT,0
169,131,60,1.07,30.1,23.1,3.4,6,2,1,Cardio,2
184,153,61,1.07,9.6,22.4,4.1,7,2,1,Mixed,2
189,148,73,0.88,27.8,22.6,2.9,4,1,0,Cardio,1
172,137,70,0.77,16.6,20.2,3.2,4,1,0,Cardio,1
161,134,70,0.82,23.3,30.9,3.5,3,1,0,Strength,1
165,118,61,1.29,13.0,20.0,4.7,5,2,1,Yoga,2
186,148,79,0.49,21.3,27.5,2.5,3,0,0,Cardio,0
163,148,69,0.91,21.8,26.8,3.4,3,1,0,HIIT,1
198,142,74,0.37,35.0,22.8,3.4,3,0,0,Yoga,0
172,131,55,1.12,18.1,31.2,4.0,7,3,1,Cardio,3
176,159,64,0.89,13.1,18.0,3.4,7,3,1,HIIT,3
171,155,63,0.91,18.0,23.7,3.2,7,2,1,HIIT,2
197,152,70,0.45,18.7,22.0,2.2,3,1,0,Cardio,1
185,148,81,0.59,26.4,27.8,2.3,2,0,0,Cardio,0
186,144,65,1.03,31.8,25.4,3.2,4,1,0,Cardio,1
189,158,65,0.84,11.5,18.0,4.2,5,2,1,Mixed,2
196,149,62,1.18,16.8,29.0,3.5,3,1,1,Cardio,1
185,132,67,0.65,26.0,25.9,3.4,5,1,0,Yoga,1
164,136,71,1.01,22.1,19.9,3.7,6,2,1,Strength,2
189,146,67,0.72,25.3,22.6,2.7,2,0,0,Cardio,0
192,146,61,1.28,8.0,18.8,3.4,6,3,1,Cardio,3
168,146,78,0.82,22.0,23.3,4.6,5,1,0,Mixed,1
159,123,78,0.45,34.5,24.6,4.0,2,0,0,Yoga,0
196,176,62,0.77,14.5,22.7,3.3,4,2,1,HIIT,2
174,132,55,0.94,14.0,22.2,3.6,7,3,1,Cardio,3
204,182,60,0.87,24.8,18.0,3.8,3,1,0,HIIT,1
200,164,78,0.94,19.4,25.3,3.2,5,1,0,Strength,1
172,134,63,1.0,21.1,18.0,3.7,4,2,1,Cardio,2
155,125,55,1.32,8.0,24.1,4.3,7,3,1,Strength,3
161,145,55,1.06,18.4,18.0,3.9,5,3,1,HIIT,3
186,145,70,0.64,31.5,24.2,2.7,3,0,0,Cardio,0
199,153,68,0.78,19.8,24.0,3.3,4,1,0,Cardio,1
199,144,77,1.06,12.9,25.6,4.1,6,2,1,Yoga,2
188,137,75,1.19,17.8,27.4,4.0,4,1,1,Yoga,1
193,151,72,1.11,20.5,28.2,3.4,3,1,0,Cardio,1
199,162,76,1.09,25.5,18.0,4.0,4,1,0,Strength,1
172,149,79,0.75,22.6,23.8,4.2,3,1,0,Mixed,1
203,165,78,0.31,20.3,32.0,2.8,3,0,0,Strength,0
164,127,82,0.69,25.0,24.5,3.6,2,0,0,Yoga,0
194,137,67,0.88,29.4,20.7,3.7,3,1,0,Yoga,1
174,147,66,0.77,20.4,23.7,4.1,4,1,0,Mixed,1
186,127,55,1.13,9.1,22.5,4.4,7,3,1,Yoga,3
166,126,76,0.28,22.8,19.3,3.0,2,0,0,Yoga,0
179,162,62,0.59,31.8,27.5,3.2,2,0,0,HIIT,0
193,161,67,1.04,18.3,26.3,4.0,6,3,1,Mixed,3
170,124,68,0.71,22.2,18.7,4.2,4,1,0,Yoga,1
194,160,79,0.31,24.9,23.6,2.9,2,0,0,Strength,0
162,114,55,1.16,18.0,21.7,4.2,6,3,1,Yoga,3
196,152,71,0.98,20.3,18.0,3.2,4,2,1,Cardio,2
184,157,77,0.84,20.7,18.3,4.2,3,1,0,Mixed,1
176,141,61,0.85,13.9,18.9,3.4,7,3,1,Strength,3
183,146,78,0.64,29.6,23.8,2.7,2,0,0,Cardio,0
174,136,65,0.65,23.4,22.2,2.5,5,1,0,Cardio,1
202,182,65,0.81,15.8,20.2,2.8,4,2,1,HIIT,2
165,152,75,1.11,20.7,22.4,4.0,3,1,0,HIIT,1
159,129,58,1.48,9.1,27.0,4.7,6,3,1,Strength,3
205,174,83,0.75,23.5,25.4,4.0,3,0,0,Mixed,0
192,155,66,0.55,23.0,28.0,3.3,3,0,0,Strength,0
189,147,68,1.09,27.0,23.1,3.4,4,1,0,Cardio,1
171,154,55,1.18,16.9,30.4,3.2,4,2,1,HIIT,2
180,144,77,0.74,40.0,25.4,2.4,3,0,0,Cardio,0
173,138,74,0.58,28.2,22.0,3.6,2,0,0,Cardio,0
163,147,59,1.35,8.0,24.4,4.2,7,3,1,HIIT,3
202,181,64,1.24,10.7,19.0,3.4,7,3,1,HIIT,3
172,147,74,0.36,31.3,22.8,3.3,3,0,0,Mixed,0
189,152,84,1.1,21.0,25.7,3.3,3,1,0,Cardio,1
192,174,74,0.78,19.9,26.4,3.1,5,1,0,HIIT,1
180,144,60,1.02,9.0,22.4,4.1,7,3,1,Strength,3
197,152,67,0.99,17.8,34.9,3.9,5,1,1,Cardio,1
163,137,60,1.03,19.8,23.3,4.8,6,2,1,Mixed,2
170,143,62,1.02,16.8,18.0,4.1,7,3,1,Mixed,3
171,134,67,0.82,18.9,28.9,3.1,3,1,0,Cardio,1
181,136,80,1.01,22.3,26.4,3.9,2,0,0,Yoga,0
173,137,70,1.04,20.3,24.9,3.3,4,1,0,Cardio,1
192,153,60,1.36,20.4,22.1,4.2,6,3,1,Strength,3
164,141,71,0.83,25.2,25.6,4.3,3,1,0,Mixed,1
189,170,59,0.61,13.6,30.5,3.1,5,3,1,HIIT,3
188,169,61,1.47,9.1,24.8,3.8,6,3,1,HIIT,3
177,143,80,1.11,19.7,18.1,3.4,4,1,0,Cardio,1
205,185,73,0.46,22.7,18.0,3.3,4,1,0,HIIT,1
205,156,67,0.98,20.3,25.5,3.4,7,2,1,Cardio,2
189,139,79,0.41,29.0,20.1,3.1,3,0,0,Yoga,0
181,165,69,1.11,24.9,23.6,3.9,5,1,1,HIIT,1
194,157,70,0.92,27.4,20.8,3.2,3,0,0,Strength,0
186,147,55,0.48,13.7,20.5,3.1,4,2,1,Strength,2
196,161,55,1.61,19.1,20.9,5.2,6,3,1,Mixed,3
164,152,79,0.52,29.0,21.3,2.9,3,0,0,HIIT,0
189,146,67,0.62,21.6,27.1,2.3,7,2,1,Cardio,2
193,137,69,0.83,28.4,26.3,3.2,4,1,0,Yoga,1
169,142,77,1.04,21.3,19.2,4.0,6,2,1,Strength,2
193,161,65,0.9,17.0,19.7,4.0,4,2,1,Mixed,2
177,137,63,0.81,23.5,25.5,2.7,2,0,0,Cardio,0
170,143,79,0.51,30.5,28.2,3.1,2,0,0,Strength,0
202,184,81,0.34,27.4,28.1,2.5,2,0,0,HIIT,0
175,147,64,1.58,14.7,20.0,5.3,5,3,1,Mixed,3
176,151,76,0.68,18.7,28.0,4.7,5,1,0,Mixed,1
171,130,55,1.33,11.7,18.0,3.4,7,3,1,Cardio,3
194,163,70,0.79,28.5,23.2,3.8,4,1,0,Mixed,1
164,134,66,0.93,22.3,25.9,3.4,5,1,1,Strength,1
179,140,68,0.91,19.3,18.0,3.5,5,2,1,Cardio,2
170,141,73,1.12,12.3,32.4,3.7,6,2,1,Strength,2
159,133,73,0.62,25.2,29.3,3.3,3,0,0,Strength,0
164,151,78,0.79,32.7,26.6,3.4,3,0,0,HIIT,0
174,148,71,0.74,20.8,20.1,4.1,2,0,0,Mixed,0
185,167,65,0.69,22.6,23.7,2.9,5,2,0,HIIT,2
191,133,62,0.96,17.5,27.2,4.2,6,2,1,Yoga,2
175,134,84,0.47,28.4,19.5,3.9,2,0,0,Yoga,0
181,164,70,1.02,32.2,23.3,3.3,3,0,0,HIIT,0
181,131,70,1.27,25.5,27.6,4.7,5,1,1,Yoga,1
174,130,77,0.7,20.4,18.0,3.7,5,1,0,Yoga,1
171,155,60,0.82,25.1,25.3,2.9,3,1,0,HIIT,1
183,165,62,1.14,14.5,18.0,3.7,7,3,1,HIIT,3
169,153,66,1.04,24.8,20.2,3.5,7,2,1,HIIT,2
187,135,72,0.61,27.0,22.0,4.0,2,0,0,Yoga,0
187,160,81,0.74,25.8,26.1,3.8,3,0,0,Mixed,0
198,164,84,0.69,29.9,21.2,3.3,3,0,0,Strength,0
175,146,78,0.88,20.9,24.5,3.6,2,0,0,Strength,0
195,162,64,1.29,16.2,21.3,5.1,7,2,1,Mixed,2
186,167,63,0.56,22.6,21.9,3.1,4,1,0,HIIT,1
177,140,71,0.9,29.1,29.0,2.5,3,1,0,Cardio,1
197,152,69,0.75,23.0,19.4,2.7,5,1,0,Cardio,1
162,149,75,0.48,30.8,27.0,2.6,2,0,0,HIIT,0
202,163,73,0.86,27.3,24.0,3.6,2,0,0,Strength,0
184,141,62,1.09,13.9,21.7,3.3,4,2,1,Cardio,2
178,149,60,1.02,11.9,19.1,4.5,7,3,1,Mixed,3
190,148,69,0.41,23.0,19.4,2.5,3,0,0,Cardio,0
187,159,75,0.99,23.7,21.0,4.6,5,1,0,Mixed,1
176,138,66,0.74,24.3,23.4,3.2,5,1,0,Cardio,1
172,140,66,1.18,21.6,26.4,3.7,7,2,1,Strength,2
183,165,63,0.91,25.1,22.8,3.6,7,2,1,HIIT,2
182,140,63,1.46,8.0,23.1,3.6,7,3,1,Cardio,3
195,154,78,0.72,24.0,23.7,2.8,2,0,0,Cardio,0
172,157,73,0.89,20.8,25.9,3.5,5,1,0,HIIT,1
174,145,59,1.05,19.5,26.6,4.1,5,2,1,Mixed,2
163,128,64,0.75,16.1,18.5,2.8,6,2,1,Cardio,2
168,130,83,0.41,32.7,22.9,3.3,3,0,0,Yoga,0
195,163,68,0.89,23.9,28.9,4.6,5,1,1,Mixed,1
183,157,80,0.68,26.8,18.7,3.6,3,0,0,Mixed,0
205,168,60,1.01,16.9,24.3,4.2,5,3,1,Mixed,3
167,120,63,1.0,19.8,23.3,4.1,6,2,1,Yoga,2
179,133,76,0.7,28.2,21.7,3.8,3,0,0,Yoga,0
196,157,66,0.76,26.5,30.4,3.4,5,1,0,Strength,1
165,138,74,0.83,26.6,24.1,4.0,3,1,0,Strength,1
201,162,71,0.4,21.6,30.0,2.8,3,0,0,Strength,0
156,142,63,1.11,19.3,24.0,3.7,5,3,1,HIIT,3
203,148,80,0.64,26.1,25.8,3.0,2,0,0,Yoga,0
185,168,72,0.81,16.2,21.7,3.2,3,1,0,HIIT,1
169,154,67,0.56,19.5,21.7,2.7,3,1,0,HIIT,1
166,121,66,0.78,18.2,25.6,3.7,6,2,1,Yoga,2
196,140,71,0.41,23.6,25.7,3.2,3,0,0,Yoga,0
187,152,69,0.77,15.6,26.4,3.6,5,1,1,Strength,1
185,146,72,0.65,27.3,25.5,2.7,2,0,0,Cardio,0
183,165,61,1.03,15.0,18.7,3.7,5,2,1,HIIT,2
186,138,78,0.55,26.6,20.8,3.9,3,0,0,Yoga,0
193,137,70,0.86,18.1,27.4,4.6,6,2,1,Yoga,2
190,156,75,0.6,27.2,18.0,3.2,3,1,0,Strength,1
204,165,76,0.72,25.1,25.2,2.4,3,0,0,Strength,0
192,176,82,0.77,34.4,23.6,3.4,3,0,0,HIIT,0
197,153,72,0.86,20.2,27.4,3.2,3,0,0,Cardio,0
202,155,66,1.21,15.4,25.7,3.3,6,3,1,Cardio,3
166,143,75,0.92,21.3,21.3,3.8,5,1,0,Mixed,1
169,142,60,1.43,17.4,21.2,4.8,6,3,1,Mixed,3
165,138,76,0.25,19.9,21.9,2.7,3,0,0,Strength,0
176,162,80,0.69,26.3,26.3,3.0,3,0,0,HIIT,0
179,150,63,1.22,17.8,18.0,5.1,7,3,1,Mixed,3
194,175,66,1.02,21.7,24.6,3.9,7,2,1,HIIT,2
162,127,63,0.87,16.3,20.5,2.7,5,2,1,Cardio,2
173,138,55,1.3,13.6,24.8,4.1,6,3,1,Strength,3
175,158,61,1.2,15.7,25.4,4.2,7,3,1,HIIT,3
204,157,69,0.68,27.9,18.0,2.9,3,0,0,Cardio,0
190,151,79,0.66,24.6,23.1,3.5,3,0,0,Cardio,0
198,178,66,0.6,23.5,24.6,2.5,3,0,0,HIIT,0
194,175,67,1.33,23.9,24.4,3.9,6,2,1,HIIT,2
169,144,69,0.58,23.3,23.5,4.4,4,1,0,Mixed,1
171,145,68,0.53,23.9,19.1,3.9,3,1,0,Mixed,1
183,127,59,1.05,19.7,19.7,3.9,7,3,1,Yoga,3
176,134,55,1.05,17.7,18.5,3.3,4,2,1,Cardio,2
194,139,73,0.75,25.6,26.2,4.1,3,0,0,Yoga,0
174,147,66,0.56,24.3,23.5,4.3,5,1,0,Mixed,1
177,140,71,0.79,29.5,23.8,3.4,3,0,0,Cardio,0
186,171,85,0.66,18.8,18.0,3.0,3,1,0,HIIT,1
196,151,68,0.61,21.2,23.9,2.8,2,0,0,Cardio,0
194,176,77,0.95,26.8,26.5,3.4,2,0,0,HIIT,0
162,132,61,0.9,15.7,18.0,4.2,6,2,1,Strength,2
160,144,55,1.29,13.1,21.9,4.1,6,3,1,HIIT,3
177,134,55,1.1,11.7,18.0,3.1,7,3,1,Cardio,3
167,146,81,0.71,20.3,22.3,4.3,2,0,0,Mixed,0
164,150,71,1.23,16.1,20.4,3.7,4,2,1,HIIT,2
193,134,62,1.22,21.7,25.5,4.5,4,2,1,Yoga,2
167,138,70,1.18,22.7,24.7,3.6,7,2,1,Strength,2
191,152,60,1.44,16.8,29.2,4.0,4,2,1,Strength,2
188,169,58,1.27,18.1,23.8,4.4,5,3,1,HIIT,3
168,128,78,0.76,23.3,25.4,3.4,2,0,0,Yoga,0
164,117,60,1.24,16.9,21.8,4.3,6,2,1,Yoga,2
171,133,61,0.88,26.8,19.6,3.0,6,2,1,Cardio,2
190,156,75,0.47,27.6,27.3,2.5,3,0,0,Strength,0
195,177,70,0.57,17.7,29.0,2.5,4,1,0,HIIT,1
171,125,70,0.55,25.1,26.8,2.9,2,0,0,Yoga,0
163,149,71,1.31,12.5,24.5,3.9,7,3,1,HIIT,3
191,143,56,1.23,8.6,20.1,3.5,7,3,1,Cardio,3
196,178,75,1.04,24.5,28.6,3.0,5,1,0,HIIT,1
168,154,73,0.92,21.7,26.3,3.5,5,1,0,HIIT,1
204,144,71,0.25,32.2,32.1,3.1,2,0,0,Yoga,0
196,138,67,0.95,19.0,19.4,4.3,6,2,1,Yoga,2
188,135,71,0.97,26.4,27.5,4.4,3,0,0,Yoga,0
199,166,70,0.26,18.6,26.2,3.3,4,1,0,Mixed,1
180,140,64,0.98,10.0,22.6,3.5,6,3,1,Cardio,3
182,130,67,0.68,20.1,29.5,3.6,3,1,0,Yoga,1
192,162,72,0.93,22.1,25.6,4.2,3,1,0,Mixed,1
201,156,72,0.96,28.7,20.3,3.3,2,0,0,Cardio,0
172,138,76,0.85,26.9,23.5,2.9,3,0,0,Cardio,0
198,158,66,0.91,20.6,20.2,3.7,4,2,1,Strength,2
192,138,73,0.51,25.8,22.1,3.5,3,0,0,Yoga,0
186,150,66,0.42,29.7,26.8,3.1,3,0,0,Strength,0
197,166,74,0.95,16.1,28.0,5.3,4,1,1,Mixed,1
177,153,80,0.64,26.0,24.9,3.9,3,1,0,Mixed,1
186,157,71,0.63,23.4,21.0,3.7,5,1,0,Mixed,1
173,157,67,1.03,23.6,25.5,2.8,5,1,0,HIIT,1
187,146,71,1.05,18.8,26.9,3.4,3,1,0,Cardio,1
181,166,81,0.59,26.8,18.0,2.6,2,0,0,HIIT,0
195,144,81,0.72,28.2,24.5,3.6,3,0,0,Yoga,0
197,159,70,0.93,13.9,23.2,3.6,7,2,1,Strength,2
164,150,72,0.52,23.3,27.8,3.1,4,1,0,HIIT,1
192,162,73,0.52,26.2,25.5,3.6,3,1,0,Mixed,1
175,144,71,0.82,25.2,25.9,3.4,5,1,0,Strength,1
203,170,70,0.54,24.5,22.1,3.6,3,0,0,Mixed,0
186,146,73,0.64,35.1,24.0,3.1,2,0,0,Cardio,0
201,168,68,0.85,18.2,27.8,4.3,5,1,1,Mixed,1
179,152,71,0.7,28.3,23.7,4.5,4,1,0,Mixed,1
176,136,61,0.62,21.7,24.7,2.9,5,1,0,Cardio,1
172,130,78,0.84,28.2,18.0,4.4,2,0,0,Yoga,0
187,132,65,0.72,31.1,23.7,3.7,2,0,0,Yoga,0
177,161,72,0.66,17.9,18.0,3.2,5,1,0,HIIT,1
196,154,76,0.73,9.6,21.9,3.5,3,1,0,Cardio,1
186,131,64,0.98,18.1,24.3,4.3,7,3,1,Yoga,3
170,135,71,0.91,26.7,27.1,3.0,3,0,0,Cardio,0
163,133,63,1.63,10.2,20.0,5.3,7,3,1,Strength,3
171,123,64,1.51,10.5,25.5,4.8,7,3,1,Yoga,3
186,159,79,0.38,27.9,29.9,3.6,3,1,0,Mixed,1
196,177,67,0.76,10.3,21.4,3.3,4,2,1,HIIT,2
205,142,65,1.35,12.8,18.0,5.1,5,3,1,Yoga,3
203,144,73,0.92,21.9,25.2,3.9,2,0,0,Yoga,0
169,140,71,0.42,34.0,19.2,2.7,3,0,0,Strength,0
192,153,79,0.53,26.9,20.7,2.3,3,0,0,Cardio,0
168,145,74,0.63,17.1,27.7,4.8,4,1,0,Mixed,1
160,138,72,0.29,31.4,31.5,3.2,2,0,0,Mixed,0
183,144,55,1.08,20.2,20.0,3.6,7,3,1,Strength,3
181,142,71,0.71,31.2,21.1,2.6,5,1,0,Cardio,1
169,153,60,1.47,8.0,22.2,3.7,5,3,1,HIIT,3
193,152,76,0.68,17.2,21.8,3.3,2,0,0,Cardio,0
175,149,69,0.97,8.9,31.7,4.1,7,2,1,Mixed,2
183,167,75,1.08,20.8,21.9,3.4,3,1,0,HIIT,1
177,150,70,0.98,26.1,22.4,4.4,5,1,1,Mixed,1
186,127,55,1.12,8.4,30.5,4.4,5,3,1,Yoga,3
181,152,66,0.95,25.7,26.3,4.5,4,1,1,Mixed,1
161,135,72,0.25,22.4,27.9,2.7,2,0,0,Strength,0
205,139,59,1.46,14.8,20.4,4.8,5,3,1,Yoga,3
196,151,67,0.86,21.9,21.9,3.3,3,1,0,Cardio,1
172,128,74,0.53,29.3,19.8,3.3,2,0,0,Yoga,0
185,145,70,0.74,21.5,27.2,2.6,4,1,0,Cardio,1
171,134,67,0.45,23.6,28.9,1.8,4,1,0,Cardio,1
192,156,72,0.73,14.2,21.6,3.2,4,1,0,Strength,1
176,162,79,0.98,23.5,22.5,3.6,3,1,0,HIIT,1
181,152,64,0.98,17.4,22.7,3.9,4,2,1,Mixed,2
182,132,72,0.71,27.9,18.0,3.5,2,0,0,Yoga,0
